book_id,title,authors,average_rating,text
1365,The Heart is a Lonely Hunter,Carson McCullers,3.97,The Heart is a Lonely Hunter by Carson McCullers
1366,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,3.94,"The Infinite Sea (The 5th Wave, #2) by Rick Yancey"
1367,The Once and Future King (The Once and Future King #1-4),T.H. White,4.08,The Once and Future King (The Once and Future King #1-4) by T.H. White
1368,"Small Gods (Discworld, #13)",Terry Pratchett,4.27,"Small Gods (Discworld, #13) by Terry Pratchett"
1369,"Bud, Not Buddy",Christopher Paul Curtis,3.89,"Bud, Not Buddy by Christopher Paul Curtis"
1370,Fun Home: A Family Tragicomic,Alison Bechdel,4.12,Fun Home: A Family Tragicomic by Alison Bechdel
1371,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,4.1,Predictably Irrational: The Hidden Forces That Shape Our Decisions by Dan Ariely
1372,الفيل الأزرق,أحمد مراد,3.8,الفيل الأزرق by أحمد مراد
1373,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",Lynne Reid Banks,3.89,"The Indian in the Cupboard (The Indian in the Cupboard, #1) by Lynne Reid Banks"
1374,"A Memory of Light (Wheel of Time, #14)","Robert Jordan, Brandon Sanderson",4.5,"A Memory of Light (Wheel of Time, #14) by Robert Jordan, Brandon Sanderson"
1375,Me and Earl and the Dying Girl,Jesse Andrews,3.58,Me and Earl and the Dying Girl by Jesse Andrews
1376,"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,4.16,"The Ugly Truth (Diary of a Wimpy Kid, #5) by Jeff Kinney"
1377,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,4.34,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4) by Janet Evanovich"
1378,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,3.84,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary by Simon Winchester"
1379,"2nd Chance (Women's Murder Club, #2)","James Patterson, Andrew Gross",4.01,"2nd Chance (Women's Murder Club, #2) by James Patterson, Andrew Gross"
1380,"The Complete Maus (Maus, #1-2)",Art Spiegelman,4.53,"The Complete Maus (Maus, #1-2) by Art Spiegelman"
1381,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.92,"The Eyre Affair (Thursday Next, #1) by Jasper Fforde"
1382,Anne Rice's The Vampire Lestat: A Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",4.17,"Anne Rice's The Vampire Lestat: A Graphic Novel by Faye Perozich, Anne Rice, John Bolton, Daerick Gröss"
1383,Sideways Stories from Wayside School (Wayside School #1),"Louis Sachar, Adam McCauley",4.14,"Sideways Stories from Wayside School (Wayside School #1) by Louis Sachar, Adam McCauley"
1384,The Art of Happiness,"Dalai Lama XIV, Howard C. Cutler",4.14,"The Art of Happiness by Dalai Lama XIV, Howard C. Cutler"
1385,The Bone Clocks,David Mitchell,3.81,The Bone Clocks by David Mitchell
1386,Black and Blue,Anna Quindlen,3.86,Black and Blue by Anna Quindlen
1387,"Origins (The Vampire Diaries: Stefan's Diaries, #1)","L.J. Smith, Kevin Williamson, Julie Plec",4.1,"Origins (The Vampire Diaries: Stefan's Diaries, #1) by L.J. Smith, Kevin Williamson, Julie Plec"
1388,The Last Juror,John Grisham,3.85,The Last Juror by John Grisham
1389,Diary,Chuck Palahniuk,3.6,Diary by Chuck Palahniuk
1390,"Eleven on Top (Stephanie Plum, #11)",Janet Evanovich,4.15,"Eleven on Top (Stephanie Plum, #11) by Janet Evanovich"
1391,"Inkspell (Inkworld, #2)","Cornelia Funke, Anthea Bell",3.91,"Inkspell (Inkworld, #2) by Cornelia Funke, Anthea Bell"
1392,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.75,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto by Chuck Klosterman"
1393,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,3.99,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder by Evelyn Waugh
1394,"White Night (The Dresden Files, #9)",Jim Butcher,4.41,"White Night (The Dresden Files, #9) by Jim Butcher"
1395,The Miniaturist,Jessie Burton,3.58,The Miniaturist by Jessie Burton
1396,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)","Margaret Weis, Tracy Hickman",4.03,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1) by Margaret Weis, Tracy Hickman"
1397,"The Lost Colony (Artemis Fowl, #5)",Eoin Colfer,4.01,"The Lost Colony (Artemis Fowl, #5) by Eoin Colfer"
1398,"Extras (Uglies, #4)",Scott Westerfeld,3.59,"Extras (Uglies, #4) by Scott Westerfeld"
1399,"The Burning Bridge (Ranger's Apprentice, #2)",John Flanagan,4.28,"The Burning Bridge (Ranger's Apprentice, #2) by John Flanagan"
1400,"The Book of Life (All Souls Trilogy, #3)",Deborah Harkness,4.15,"The Book of Life (All Souls Trilogy, #3) by Deborah Harkness"
1401,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,3.89,The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron
1402,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",4.2,"The Stinky Cheese Man and Other Fairly Stupid Tales by Jon Scieszka, Lane Smith"
1403,Horns,Joe Hill,3.92,Horns by Joe Hill
1404,Catherine the Great: Portrait of a Woman,Robert K. Massie,3.91,Catherine the Great: Portrait of a Woman by Robert K. Massie
1405,"The Year of the Flood  (MaddAddam, #2)",Margaret Atwood,4.05,"The Year of the Flood  (MaddAddam, #2) by Margaret Atwood"
1406,Winter Garden,Kristin Hannah,4.13,Winter Garden by Kristin Hannah
1407,The King of Torts,John Grisham,3.67,The King of Torts by John Grisham
1408,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",4.34,"Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10 by Marcus Luttrell, Patrick Robinson"
1409,The 3 Mistakes of My Life,Chetan Bhagat,2.97,The 3 Mistakes of My Life by Chetan Bhagat
1410,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.2,"The Murder of Roger Ackroyd (Hercule Poirot, #4) by Agatha Christie"
1411,Native Son,Richard Wright,3.96,Native Son by Richard Wright
1412,"Shadow's Edge (Night Angel, #2)",Brent Weeks,4.27,"Shadow's Edge (Night Angel, #2) by Brent Weeks"
1413,"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,4.01,"Under the Never Sky (Under the Never Sky, #1) by Veronica Rossi"
1414,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",Nicholas Sparks,3.8,"True Believer (Jeremy Marsh & Lexie Darnell, #1) by Nicholas Sparks"
1415,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,4.04,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses by Eric Ries
1416,"The Golden Lily (Bloodlines, #2)",Richelle Mead,4.36,"The Golden Lily (Bloodlines, #2) by Richelle Mead"
1417,Chasing Harry Winston,Lauren Weisberger,3.32,Chasing Harry Winston by Lauren Weisberger
1418,"Magician's Gambit (The Belgariad, #3)",David Eddings,4.13,"Magician's Gambit (The Belgariad, #3) by David Eddings"
1419,The Stand: Captain Trips,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",4.43,"The Stand: Captain Trips by Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin"
1420,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.15,The Rise and Fall of the Third Reich: A History of Nazi Germany by William L. Shirer
1421,A Long Way Down,Nick Hornby,3.41,A Long Way Down by Nick Hornby
1422,"Out from Boneville (Bone, #1)","Jeff Smith, Steve Hamaker",4.16,"Out from Boneville (Bone, #1) by Jeff Smith, Steve Hamaker"
1423,Rose Madder,Stephen King,3.66,Rose Madder by Stephen King
1424,"Die Trying (Jack Reacher, #2)",Lee Child,4.0,"Die Trying (Jack Reacher, #2) by Lee Child"
1425,"Beautiful Chaos (Caster Chronicles, #3)","Kami Garcia, Margaret Stohl, Paz Pruneda",3.95,"Beautiful Chaos (Caster Chronicles, #3) by Kami Garcia, Margaret Stohl, Paz Pruneda"
1426,Keeping Faith,Jodi Picoult,3.79,Keeping Faith by Jodi Picoult
1427,Heart-Shaped Box,Joe Hill,3.82,Heart-Shaped Box by Joe Hill
1428,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,4.21,"Cabin Fever (Diary of a Wimpy Kid, #6) by Jeff Kinney"
1429,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,4.29,"Beyond the Shadows (Night Angel, #3) by Brent Weeks"
1430,Everyone Worth Knowing,Lauren Weisberger,3.39,Everyone Worth Knowing by Lauren Weisberger
1431,"Redwall (Redwall, #1)",Brian Jacques,4.11,"Redwall (Redwall, #1) by Brian Jacques"
1432,The Communist Manifesto,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",3.51,"The Communist Manifesto by Karl Marx, Friedrich Engels, Gareth Stedman Jones"
1433,The Woman in Cabin 10,Ruth Ware,3.67,The Woman in Cabin 10 by Ruth Ware
1434,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.69,The Last of the Mohicans (The Leatherstocking Tales #2) by James Fenimore Cooper
1435,Sophie's Choice,William Styron,4.18,Sophie's Choice by William Styron
1436,"Shopaholic and Sister (Shopaholic, #4)",Sophie Kinsella,3.64,"Shopaholic and Sister (Shopaholic, #4) by Sophie Kinsella"
1437,The Iron Daughter,Julie Kagawa,4.13,The Iron Daughter by Julie Kagawa
1438,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,3.92,The Prayer of Jabez:  Breaking Through to the Blessed Life by Bruce H. Wilkinson
1439,The Age of Miracles,Karen Thompson Walker,3.64,The Age of Miracles by Karen Thompson Walker
1440,Have a Little Faith: a True Story,Mitch Albom,4.16,Have a Little Faith: a True Story by Mitch Albom
1441,My Life in France,"Julia Child, Alex Prud'Homme",4.16,"My Life in France by Julia Child, Alex Prud'Homme"
1442,"The Rosie Effect (Don Tillman, #2)",Graeme Simsion,3.56,"The Rosie Effect (Don Tillman, #2) by Graeme Simsion"
1443,The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi,3.98,The Secret of the Nagas (Shiva Trilogy #2) by Amish Tripathi
1444,Ham on Rye,Charles Bukowski,4.16,Ham on Rye by Charles Bukowski
1445,Flipped,Wendelin Van Draanen,3.94,Flipped by Wendelin Van Draanen
1446,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",3.81,"Emotional Intelligence 2.0 by Travis Bradberry, Jean Greaves, Patrick Lencioni"
1447,Make Way for Ducklings,Robert McCloskey,4.21,Make Way for Ducklings by Robert McCloskey
1448,"Relic (Pendergast, #1)","Douglas Preston, Lincoln Child",4.01,"Relic (Pendergast, #1) by Douglas Preston, Lincoln Child"
1449,Notes from a Small Island,Bill Bryson,3.91,Notes from a Small Island by Bill Bryson
1450,"Small Favor (The Dresden Files, #10)",Jim Butcher,4.43,"Small Favor (The Dresden Files, #10) by Jim Butcher"
1451,"The Walking Dead, Compendium 1",Robert Kirkman,4.43,"The Walking Dead, Compendium 1 by Robert Kirkman"
1452,"Princess Academy (Princess Academy, #1)",Shannon Hale,4.01,"Princess Academy (Princess Academy, #1) by Shannon Hale"
1453,"Everything, Everything","Nicola Yoon, David Yoon",4.11,"Everything, Everything by Nicola Yoon, David Yoon"
1454,Pygmalion,George Bernard Shaw,3.9,Pygmalion by George Bernard Shaw
1455,Flight Behavior,Barbara Kingsolver,3.75,Flight Behavior by Barbara Kingsolver
1456,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,4.26,"Grip of the Shadow Plague (Fablehaven, #3) by Brandon Mull"
1457,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,3.53,"Bridget Jones: The Edge of Reason (Bridget Jones, #2) by Helen Fielding"
1458,Corelli's Mandolin,Louis de Bernières,3.95,Corelli's Mandolin by Louis de Bernières
1459,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Nicholas Sparks,3.81,"At First Sight (Jeremy Marsh & Lexie Darnell, #2) by Nicholas Sparks"
1460,In a Sunburned Country,Bill Bryson,4.05,In a Sunburned Country by Bill Bryson
1461,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.32,The Memoirs of Sherlock Holmes by Arthur Conan Doyle
1462,The Orphan Master's Son,Adam Johnson,4.06,The Orphan Master's Son by Adam Johnson
1463,"Enchanters' End Game (The Belgariad, #5)",David Eddings,4.17,"Enchanters' End Game (The Belgariad, #5) by David Eddings"
1464,The Complete Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",4.36,"The Complete Persepolis by Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh"
1465,The Chosen,Chaim Potok,4.03,The Chosen by Chaim Potok
1466,The Agony and the Ecstasy,"Irving Stone, שמואל שניצר",4.09,"The Agony and the Ecstasy by Irving Stone, שמואל שניצר"
1467,"The Angel's Game (The Cemetery of Forgotten Books, #2)","Carlos Ruiz Zafón, Lucia Graves",3.86,"The Angel's Game (The Cemetery of Forgotten Books, #2) by Carlos Ruiz Zafón, Lucia Graves"
1468,"Love, Rosie",Cecelia Ahern,3.95,"Love, Rosie by Cecelia Ahern"
1469,Amelia Bedelia  (Amelia Bedelia #1),"Peggy Parish, Fritz Siebel",4.15,"Amelia Bedelia  (Amelia Bedelia #1) by Peggy Parish, Fritz Siebel"
1470,"This Man (This Man, #1)",Jodi Ellen Malpas,4.13,"This Man (This Man, #1) by Jodi Ellen Malpas"
1471,"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.35,"A Dog's Purpose (A Dog's Purpose, #1) by W. Bruce Cameron"
1472,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,4.32,"An Ember in the Ashes (An Ember in the Ashes, #1) by Sabaa Tahir"
1473,"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,4.12,"Lover Enshrined (Black Dagger Brotherhood, #6) by J.R. Ward"
1474,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,4.1,"The Golem and the Jinni (The Golem and the Jinni, #1) by Helene Wecker"
1475,الأسود يليق بك,"أحلام مستغانمي, Ahlam Mosteghanemi",3.72,"الأسود يليق بك by أحلام مستغانمي, Ahlam Mosteghanemi"
1476,"The Slippery Slope (A Series of Unfortunate Events, #10)","Lemony Snicket, Brett Helquist",4.0,"The Slippery Slope (A Series of Unfortunate Events, #10) by Lemony Snicket, Brett Helquist"
1477,Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",4.0,"Bleak House by Charles Dickens, Nicola Bradbury, Hablot Knight Browne"
1478,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,4.12,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business by Esphyr Slobodkina"
1479,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,4.12,"Furies of Calderon (Codex Alera, #1) by Jim Butcher"
1480,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.27,"Alanna: The First Adventure (Song of the Lioness, #1) by Tamora Pierce"
1481,Her Fearful Symmetry,Audrey Niffenegger,3.23,Her Fearful Symmetry by Audrey Niffenegger
1482,The Boston Girl,Anita Diamant,3.79,The Boston Girl by Anita Diamant
1483,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,4.38,"Lover Avenged (Black Dagger Brotherhood, #7) by J.R. Ward"
1484,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,4.18,"The Fall of Hyperion (Hyperion Cantos, #2) by Dan Simmons"
1485,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,3.75,"The Black Dahlia (L.A. Quartet, #1) by James Ellroy"
1486,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",4.06,"Through the Looking-Glass, and What Alice Found There by Lewis Carroll, John Tenniel, Peter Glassman"
1487,Wild Swans: Three Daughters of China,Jung Chang,4.23,Wild Swans: Three Daughters of China by Jung Chang
1488,"Go, Dog. Go!",P.D. Eastman,4.08,"Go, Dog. Go! by P.D. Eastman"
1489,"On the Banks of Plum Creek  (Little House, #4)","Laura Ingalls Wilder, Garth Williams",4.19,"On the Banks of Plum Creek  (Little House, #4) by Laura Ingalls Wilder, Garth Williams"
1490,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen King,4.03,"Finders Keepers (Bill Hodges Trilogy, #2) by Stephen King"
1491,"The Strain (The Strain Trilogy, #1)","Guillermo del Toro, Chuck Hogan",3.77,"The Strain (The Strain Trilogy, #1) by Guillermo del Toro, Chuck Hogan"
1492,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",4.21,"The Complete Poems of Emily Dickinson by Emily Dickinson, Thomas H. Johnson"
1493,"Old Yeller (Old Yeller, #1)",Fred Gipson,4.06,"Old Yeller (Old Yeller, #1) by Fred Gipson"
1494,Born Standing Up: A Comic's Life,Steve Martin,3.87,Born Standing Up: A Comic's Life by Steve Martin
1495,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),Frank Warren,4.01,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret) by Frank Warren
1496,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",George R.R. Martin,4.56,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2) by George R.R. Martin"
1497,"The Borrowers (The Borrowers, #1)","Mary Norton, Beth Krush, Joe Krush",4.02,"The Borrowers (The Borrowers, #1) by Mary Norton, Beth Krush, Joe Krush"
1498,Hearts in Atlantis,Stephen King,3.8,Hearts in Atlantis by Stephen King
1499,Small Great Things,Jodi Picoult,4.35,Small Great Things by Jodi Picoult
1500,"A Wild Sheep Chase (The Rat, #3)","Haruki Murakami, Alfred Birnbaum",3.94,"A Wild Sheep Chase (The Rat, #3) by Haruki Murakami, Alfred Birnbaum"
1501,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",Philippa Gregory,3.83,"The Queen's Fool (The Plantagenet and Tudor Novels, #12) by Philippa Gregory"
1502,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,4.21,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2) by Laini Taylor"
1503,Jitterbug Perfume,Tom Robbins,4.24,Jitterbug Perfume by Tom Robbins
1504,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,4.32,"The Battle for Skandia (Ranger's Apprentice, #4) by John Flanagan"
1505,"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken,4.26,"The Darkest Minds (The Darkest Minds, #1) by Alexandra Bracken"
1506,The Zahir,"Paulo Coelho, Margaret Jull Costa",3.56,"The Zahir by Paulo Coelho, Margaret Jull Costa"
1507,The Power of Positive Thinking,Norman Vincent Peale,4.08,The Power of Positive Thinking by Norman Vincent Peale
1508,"In a Dark, Dark Wood",Ruth Ware,3.65,"In a Dark, Dark Wood by Ruth Ware"
1509,The House of Mirth,"Edith Wharton, Nina Bawden",3.94,"The House of Mirth by Edith Wharton, Nina Bawden"
1510,"Fairy Tail, Vol. 1 (Fairy Tail, #1)","Hiro Mashima, William Flanagan",4.4,"Fairy Tail, Vol. 1 (Fairy Tail, #1) by Hiro Mashima, William Flanagan"
1511,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),"Patrick Rothfuss, Nate  Taylor",3.92,"The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5) by Patrick Rothfuss, Nate  Taylor"
1512,Twelve Years a Slave,Solomon Northup,4.15,Twelve Years a Slave by Solomon Northup
1513,"Lover Mine (Black Dagger Brotherhood, #8)",J.R. Ward,4.41,"Lover Mine (Black Dagger Brotherhood, #8) by J.R. Ward"
1514,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,In the Heart of the Sea: The Tragedy of the Whaleship Essex by Nathaniel Philbrick
1515,Infidel,Ayaan Hirsi Ali,4.2,Infidel by Ayaan Hirsi Ali
1516,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,3.88,The Black Swan: The Impact of the Highly Improbable by Nassim Nicholas Taleb
1517,"The Twelve (The Passage, #2)",Justin Cronin,3.98,"The Twelve (The Passage, #2) by Justin Cronin"
